,Zygote,2-cell,4-cell,8-cell,Morula,Blastocyst
Caprin1,0.272269797,0.319410199,0.453421012,0.549303584,0.88593283,3.51966258
Snrnp200,0.751661334,0.686076445,0.738185952,0.770400917,0.974812295,2.078863059
Cbx1,0.750939835,0.799318386,0.818132587,0.890546144,0.981801538,1.759261512
Sgip1,0.708389552,0.712125842,0.785332622,0.82116626,1.065534123,1.907451602
Vamp8,0.753294473,0.659192619,0.688747104,0.798192365,0.990039676,2.110533765
Smarce1,0.719581984,0.688158447,0.670951979,0.766843702,1.076153544,2.078310346
2500003M10Rik,0.482826936,0.617812087,0.519374491,0.636772332,0.996075103,2.747139052
Rpp40,0.413534032,0.415523714,0.559206804,0.703112779,0.922961349,2.985661324
Nudcd2,0.66865251,0.742242985,0.689086305,0.763989911,0.983729816,2.152298475
Tpr,0.646629322,0.725811938,0.74326319,0.842512966,1.031055761,2.010726825
Snrpa1,0.49763743,0.579162799,0.671681273,0.692792147,1.083425918,2.475300434
Rbm34,0.221849934,0.38640243,0.467402664,0.562951893,1.123202951,3.23819013
Eif5a,0.840564888,0.856375066,0.899474605,0.885961568,1.022564957,1.495058919
Gm11703,0.497598192,0.40877421,0.454688367,0.588029674,1.146227616,2.904681941
Fubp3,0.473798443,0.445638908,0.505204445,0.595943228,0.918275297,3.061139681
Crebbp,0.464510213,0.50095816,0.538054867,0.637148549,1.142874384,2.716453828
Exoc2,0.772017437,0.78405109,0.848454596,0.840785873,0.979169987,1.775521019
Lgmn,0.248576863,0.278916213,0.416985145,0.607062295,0.893675341,3.554784146
Mrpl12,0.640596196,0.60908589,0.736501299,0.803326188,1.053945853,2.156544575
Rps5,0.618865326,0.440174232,0.570874184,0.690089291,1.047357725,2.632639244
Sptlc2,0.551402944,0.627839428,0.704297392,0.782480365,0.971143761,2.362836112
Hnrnpd,0.433584972,0.479725021,0.662822362,0.619457974,1.047768281,2.756641391
Nop56,0.395214068,0.408580747,0.589151322,0.652239664,1.101766383,2.853047817
Matr3,0.500824228,0.63514139,0.597510784,0.693261486,0.970674715,2.602587397
Psmc1,0.819957725,0.836283591,0.892383724,0.881894679,1.017481441,1.551998841
Nmt2,0.522935225,0.641512027,0.674322541,0.668048472,1.002160473,2.491021264
Cdkn2aip,0.614623648,0.661742398,0.720955078,0.75970575,1.08088715,2.162085978
Ints12,0.624961606,0.550902456,0.677736204,0.682250457,1.088628658,2.375520621
Sfrs18,0.590542339,0.618331372,0.695402453,0.731921359,1.093480202,2.270322276
Gsto1,0.55918167,0.608604284,0.5783091,0.600977168,1.060969829,2.59195795
Api5,0.57251088,0.58663861,0.539981609,0.599328128,1.042923629,2.658617146
Kdm3b,0.410722097,0.439964073,0.498935969,0.639536958,1.144774982,2.866065922
Sco2,0.722306306,0.786896465,0.825635694,0.851792806,1.001337489,1.812031242
Mrpl21,0.479430267,0.49775115,0.657944849,0.739577533,1.042159674,2.583136529
Hist1h1a,0.104218108,0.351853256,0.347321095,0.53143322,1.085416125,3.579758198
Psmb6,0.88149233,0.860083575,0.86057137,0.930387968,0.999491709,1.467973049
Smarcc1,0.655868635,0.610810978,0.6793255,0.759945135,1.091519288,2.202530466
Fam101b,0.318853807,0.321797311,0.440178083,0.707841456,1.053372136,3.157957208
Galk1,0.461697075,0.449222529,0.579709128,0.671341632,1.118811619,2.719218019
Smarcd2,0.690947726,0.642654884,0.619217621,0.778201704,1.051975468,2.217002599
A430005L14Rik,0.629933101,0.666408553,0.74730327,0.721395461,1.056506831,2.178452785
Cat,0.541067653,0.560672569,0.588121375,0.571134602,1.054895596,2.684108207
Trim25,0.57186091,0.621445347,0.739527151,0.769003036,1.005781898,2.29238166
Polr2a,0.614464807,0.664889982,0.709922277,0.782620738,1.074079659,2.154022538
1810063B05Rik,0.84119169,0.823005368,0.865493358,0.926233627,0.999689701,1.544386257
Ik,0.496715912,0.56755807,0.671845959,0.666726761,0.973752806,2.623400493
1500001M20Rik,0.910890203,0.899547481,0.923047041,0.957896888,1.005500225,1.303118164
Naa10,0.827811711,0.855890489,0.830783103,0.914114286,1.009560537,1.561839875
Msh2,0.572669693,0.674080606,0.664128125,0.732652342,0.972616425,2.383852811
Ercc3,0.561691254,0.510281222,0.615679577,0.641565164,0.95199613,2.718786655
Psmd4,0.751221299,0.708229552,0.758357242,0.841366813,1.056822548,1.884002549
Psmc4,0.786545349,0.749899892,0.789656682,0.789072286,1.035203967,1.849621825
Clasp2,0.696860539,0.725289216,0.781790843,0.820290971,0.965848986,2.009919445
Actn2,0.827445102,0.829468563,0.811431569,0.88291575,0.985663608,1.663075409
Dmd,0.342786959,0.376668779,0.542526608,0.460774564,1.045388253,3.231854837
Tex10,0.447073736,0.460660089,0.56543392,0.697018594,1.107033909,2.722779752
LOC100504872,0.586989474,0.499523744,0.526703531,0.630829028,1.094145253,2.661808972
Hnrnpk,0.553244929,0.527045777,0.567854478,0.568182003,1.022820844,2.76085197
Scpep1,0.449497147,0.379438253,0.471308823,0.641877174,0.925701478,3.132177126
Rrm1,0.666046846,0.694387493,0.772806235,0.84365829,1.013268125,2.009833013
2900064A13Rik,0.654321828,0.536686503,0.597431437,0.694337579,1.001191295,2.51603136
U2af2,0.591561464,0.629243768,0.696171254,0.758305214,1.079194572,2.24552373
Mrpl48,0.558694519,0.601220527,0.640937772,0.739346865,0.946597047,2.513203271
Srrt,0.641790678,0.687632559,0.635688255,0.720196602,1.003076115,2.311615794
Nudt21,0.52544256,0.535633139,0.618314848,0.757138925,1.076303634,2.487166897
Ikbkap,0.834568681,0.828725096,0.811407726,0.891399105,0.995408965,1.638490427
Cdipt,0.589853637,0.629077516,0.653728245,0.65792802,1.068171007,2.401241576
Hnrnpm,0.496924287,0.571613419,0.639063284,0.75056081,1.055335868,2.486502334
Arhgap1,0.803846084,0.810666778,0.814115756,0.862972778,0.977502282,1.730896323
Mrpl11,0.620465984,0.605492916,0.624973239,0.678671248,0.973952235,2.49644438
Mtif3,0.766688842,0.722977407,0.814739439,0.809913361,1.001865319,1.883815633
Acly,0.806385707,0.825031455,0.837826098,0.891319338,0.979293383,1.660144021
Pdcd10,0.712912093,0.70831384,0.738198383,0.783736452,1.070402297,1.986436936
Exosc8,0.674520052,0.668707719,0.779159384,0.812234421,0.994726385,2.070652039
Mars,0.619957171,0.604215768,0.651276822,0.720064237,0.95620557,2.448280433
Slc6a8,0.658766644,0.666737064,0.668799715,0.834620286,1.004837558,2.166238733
Larp7,0.370044177,0.368696614,0.513581693,0.644750913,1.105921097,2.997005507
Abce1,0.5933169,0.632635706,0.69275477,0.761967399,1.072395039,2.246930188
Npm3,0.547401642,0.484670784,0.489363171,0.58890024,1.057440648,2.832223516
Ewsr1,0.600856644,0.61198554,0.715739706,0.710604917,1.059762476,2.301050719
Gca,0.477076267,0.421617335,0.56573231,0.547760264,1.073809266,2.914004558
Slc5a11,0.279223297,0.261436785,0.297026456,0.339914297,1.048667226,3.773731941
Folr1,0.498088858,0.603934038,0.631824541,0.74203867,1.000575932,2.523537962
Pds5a,0.57843356,0.671577882,0.668340196,0.76031835,0.987389814,2.3339402
Ckmt1,0.461309948,0.518730251,0.493877786,0.653497215,0.957672774,2.914912028
Mrps18a,0.597401987,0.635233762,0.654277183,0.750817368,0.959343848,2.402925855
Acads,0.589497972,0.579083376,0.603728195,0.76935788,1.071633983,2.386698595
Bcas2,0.792111317,0.737173514,0.774840713,0.858909752,0.998970618,1.837994087
Smc1a,0.486360583,0.555396744,0.597602685,0.732684455,1.071475079,2.556480456
Exosc9,0.73110629,0.72151867,0.689641034,0.794365433,1.024017042,2.039351534
Ehd1,0.539654166,0.524727014,0.541070211,0.6088546,0.984123386,2.801570623
2210016L21Rik,0.615134008,0.613564988,0.642086037,0.796471714,0.974673597,2.358069657
Igf2bp1,0.184369676,0.246059103,0.345183759,0.358920836,1.133557337,3.731909291
Edf1,0.593952177,0.574502443,0.620792272,0.764612175,1.075096904,2.371044031
Taldo1,0.588981462,0.597083632,0.630478119,0.725683797,0.956774124,2.500998867
Mrps31,0.68054939,0.684602814,0.65184344,0.803939793,1.014279931,2.164784633
Acin1,0.658075748,0.678178725,0.740301175,0.756169177,0.979160255,2.188114922
5430407P10Rik,0.520486014,0.598385373,0.569793909,0.685376804,0.979160584,2.646797318
Prpf4b,0.691891329,0.667555794,0.682638366,0.815571447,1.048870525,2.093472538
Toe1,0.416581297,0.506757076,0.466284899,0.576488412,1.082911295,2.950977022
Cyp2s1,0.430839154,0.507514187,0.458796527,0.570741366,1.074053826,2.958054942
Cacybp,0.66431815,0.649734533,0.69308752,0.712553175,0.993694322,2.286612302
Arglu1,0.479311701,0.473318623,0.629080554,0.613605605,1.046706906,2.757976613
Tcof1,0.430714425,0.480246688,0.573150534,0.72221654,1.037780332,2.755891482
Papola,0.357248988,0.321170765,0.373992853,0.538283471,1.140886738,3.268417187
Fkbp4,0.770224995,0.764000443,0.835799455,0.870852579,1.005481972,1.753640557
Ppp4r2,0.637978031,0.540422212,0.650662191,0.753701746,1.016912151,2.400323671
Fbp2,0.501476607,0.559715164,0.560757266,0.599422979,1.023374676,2.755253311
Btf3,0.622287542,0.586174224,0.60559753,0.661106251,1.031566249,2.493268205
Acadl,0.381553688,0.393273123,0.410296141,0.55247445,0.952911796,3.309490802
Ptma,0.281090603,0.281670695,0.285777887,0.410447254,0.987050694,3.753962869
Rbm14;Rbm4,0.656854415,0.660761023,0.691686474,0.707178316,1.044568934,2.23895084
Ndrg3,0.296771005,0.407011988,0.472377884,0.548800353,0.977102638,3.297936133
Wbp11,0.440894882,0.490823332,0.578175526,0.653397296,1.089744041,2.746964924
2610101N10Rik,0.519521775,0.508165675,0.630033115,0.723663469,1.063221724,2.555394244
Rbm47,0.409033691,0.384741827,0.420379403,0.577376605,1.121500789,3.086967688
Sf3a2,0.547694197,0.621809152,0.625027999,0.678690191,0.999767704,2.527010758
Tomm40,0.612004935,0.557561202,0.62568246,0.727771008,1.074191667,2.402788729
Ncl,0.499473982,0.487152788,0.583303726,0.637434172,1.095804493,2.69683084
Mrp63,0.646794862,0.669580721,0.668061729,0.727944245,0.991170714,2.296447731
Marcksl1,0.218625344,0.237991907,0.224901251,0.366055539,1.006597243,3.945828718
Smarcb1,0.610123462,0.65719368,0.637453115,0.714602506,0.99952447,2.381102769
Ilk,0.418376908,0.422453092,0.46425823,0.538419031,0.979120023,3.177372717
C77080,0.443098019,0.472454004,0.460864538,0.672147295,0.981040146,2.970396001
Cstf1,0.851646437,0.849798268,0.858948876,0.898185719,0.989045611,1.55237509
Hpdl,0.465557091,0.519927238,0.563156888,0.683999354,0.967342009,2.800017422
Tomm70a,0.787499548,0.785109454,0.824888488,0.885115999,1.025944611,1.691441903
Mt1,0.098897793,0.142740636,0.268450941,0.325922428,0.971700473,4.192287731
Hnrnph1,0.565713523,0.588182027,0.639787145,0.738637589,1.073141477,2.394538242
Rfc1,0.686837043,0.685746402,0.768190661,0.814227954,1.032071951,2.012925992
Hcfc1,0.551201076,0.570499807,0.639960787,0.761185973,0.988881601,2.488270757
Timm13,0.55063835,0.604620302,0.618877361,0.754180612,1.051305529,2.420377846
Actn1,0.78973621,0.800579964,0.802158117,0.856231802,0.990199944,1.761093966
Pml,0.420245241,0.437207521,0.560433166,0.667720035,1.065491165,2.848902874
Hist1h1b,0.097158297,0.23467198,0.301302817,0.485565873,1.089923672,3.791377363
Srsf6,0.488372141,0.502017359,0.563975303,0.70169257,1.07734715,2.66659548
Hnrnpa0,0.536768321,0.619555641,0.618043445,0.70497524,1.014827223,2.505830133
Usp39,0.649222131,0.673353552,0.745994915,0.767619715,1.025553912,2.138255777
Fubp1,0.609827932,0.611221388,0.675172778,0.759886807,1.059647007,2.284244089
Bat1a,0.567555534,0.607945253,0.676627478,0.716215962,1.002420053,2.429235723
Mrpl19,0.626457132,0.642700538,0.655648914,0.768943139,1.054949859,2.251300418
Plcd1,0.413993699,0.46900963,0.434052411,0.593269516,1.032992088,3.056682657
Mt2,0.056053196,0.094908122,0.231663828,0.369157284,0.96718398,4.281033592
Chchd5,0.277529606,0.282301929,0.311825097,0.423398969,1.048660091,3.656284309
Fam136a,0.670725408,0.65795519,0.661911268,0.750468172,1.033178138,2.225761825
Thumpd1,0.787036418,0.790601635,0.802114809,0.837173574,1.001280062,1.781793503
Sf3a3,0.512163897,0.510580771,0.605520555,0.728377497,1.017991675,2.625365606
Bccip,0.379733007,0.368708623,0.446060924,0.50379482,1.034583199,3.267119428
Sf3a1,0.546668915,0.547515658,0.592499433,0.66981755,0.98887223,2.654626215
Nfatc2ip,0.357448836,0.317082402,0.370213033,0.492183417,1.073942561,3.389129752
Hnrnpl,0.552001934,0.567285297,0.647694677,0.747040308,1.007736915,2.478240872
C230096C10Rik,0.667594898,0.634670553,0.665969844,0.74585949,1.038687375,2.247217841
Hist1h1d,0.289442503,0.387084429,0.436053439,0.577208573,1.042836051,3.267375008
Hist1h1e,0.290603031,0.387543785,0.434832496,0.576870798,1.03870327,3.271446622
Atp6v0a4,0.503027607,0.562057905,0.55262134,0.683583528,1.025770107,2.672939515
Mcm7,0.692309481,0.67012262,0.710088251,0.774639668,1.044038244,2.108801739
Renbp,0.296455164,0.353807204,0.426767598,0.501389068,1.023878893,3.397702076
Gab1,0.31981047,0.404606407,0.436402883,0.552101921,1.02829532,3.258783
Hist1h1c,0.459535101,0.51034827,0.580177151,0.677856308,1.03692159,2.735161581
Sarnp,0.618932514,0.61572764,0.677339901,0.767231548,0.996138761,2.324629637
Tpm3,0.34322934,0.319401727,0.432356296,0.505198104,1.024309979,3.375504557
Snrpb2,0.458665874,0.409970125,0.529733726,0.629027517,1.03420548,2.938397279
Eef1g,0.775114289,0.776109572,0.793257421,0.856436807,1.008431211,1.790650702
Sec13,1.056679213,1.053633759,0.976225735,1.000399224,0.938304384,0.974757686
Hsp90b1,1.519689692,1.470985138,1.166320312,0.847571725,0.535993998,0.459439137
Vkorc1,1.119560786,1.405888772,1.215297026,0.91184123,0.651540078,0.695872108
Cc2d1b,1.099496448,1.084493554,1.040539557,1.002569095,0.77246629,1.000435058
Ttk,1.328422581,1.202454727,1.010298346,0.896991744,0.755793345,0.806039259
Mtor,1.021016664,1.067990974,0.997305531,1.008105202,0.90910345,0.996478182
Lmf2,1.152671417,1.512732904,1.205656053,0.858407036,0.639377452,0.63115514
Fam63a,1.127530544,1.274235859,1.121415446,0.9779496,0.729691042,0.769177511
Golph3l,1.027022955,1.208552179,1.169207863,0.948339654,0.736101997,0.910775354
Sec31a,1.007161808,1.103648242,1.024181573,1.006111054,0.8859753,0.972922023
Sh3glb2,1.194550126,1.173350895,1.06986454,0.952472175,0.810649486,0.799112778
2700007P21Rik,1.038686007,1.225720103,1.030930838,0.870928433,0.852233079,0.981501542
Gch1,1.138317782,1.227550982,1.013482448,0.903216789,0.887706568,0.829725432
Kdm1b,1.153267231,1.351522367,0.913778112,0.903900942,0.823113497,0.854417852
Hectd3,1.240934644,1.15789373,1.012213224,0.87153055,0.752873169,0.964554684
Rac1,1.026527722,1.106197254,1.083802036,0.96128069,0.831970286,0.990222013
Aplf,1.363718961,1.545744898,1.156581383,0.838340712,0.588030744,0.507583304
Zfyve1,1.076966146,1.214212099,1.098191525,0.874626537,0.873457324,0.862546371
Tbc1d13,1.03685574,1.209577262,0.978068442,0.967769825,0.867341723,0.94038701
Mospd2,1.223886123,1.155947092,1.037668836,0.880427551,0.698004196,1.004066203
Sap25,1.160353258,1.360842773,1.120397292,0.896736856,0.744407304,0.717262521
Osbpl9,1.053538449,1.145072023,1.041312623,0.900065376,0.849800416,1.010211113
Gba2,1.376291024,1.187196276,1.11817942,0.825100206,0.546221487,0.947011588
Abcf3,1.197356069,1.150667324,1.017490731,0.928789152,0.86066719,0.845029536
Asph,1.168998438,1.392685399,1.175103485,0.909475863,0.667846807,0.68589001
4933411K20Rik,1.579399982,1.591160458,0.94970307,0.758858458,0.594167394,0.526710641
Lpcat1,1.430897388,1.271063702,1.046235194,0.82256194,0.678255567,0.75098621
Hectd1,1.360218063,1.185110874,1.09404223,0.939682246,0.66888026,0.75206633
Dynlrb1,1.066133668,1.127415818,0.981372643,0.941565544,0.879028846,1.004483482
Vti1b,1.077185013,1.049259924,1.039864921,0.971780398,0.865847072,0.996062674
Pgrmc2,1.106520989,1.127150044,1.170213215,0.956163492,0.730449229,0.909503032
Cttnbp2nl,1.059645091,1.448657396,1.072424388,0.816637777,0.634289703,0.968345647
Pofut2,1.286535203,1.205183155,1.188481944,0.897692806,0.688659666,0.733447227
Atp6ap2,1.491801085,1.317835296,1.021853393,0.792394318,0.599651106,0.776464803
Tacc1,1.337254774,1.180752001,1.067143187,0.900024851,0.720009905,0.794815282
Bat5,1.264554828,1.188137644,1.096884981,0.891214868,0.784261232,0.774946448
Fam175b,1.040586085,1.102455257,1.045952079,0.968719423,0.838680426,1.003606732
Agl,1.043428311,1.119519911,1.048516257,0.994953721,0.879129708,0.914452095
D2Ertd750e,1.521688448,1.467826216,0.963000204,0.685562725,0.585327458,0.776594952
Lsm4,1.027477859,1.086976254,1.066810036,0.953429747,0.878759547,0.986546558
Fam107b,1.294375958,1.16993554,1.01742326,0.905913606,0.699450271,0.912901366
Cotl1,1.128973719,1.130303726,0.964319445,0.947951517,0.879699034,0.94875256
Sil1,1.511204556,1.370041944,1.134366723,0.84956036,0.56907617,0.565750249
Cept1,1.043988827,1.244809974,1.060892266,0.933524784,0.728632502,0.988151648
Tube1,1.151864062,1.363340571,0.964939492,0.905502873,0.801832362,0.812520642
Lman2,1.082200486,1.13080986,1.088793907,0.936711973,0.760671816,1.00081196
Mark2,1.254651274,1.264414584,1.095342824,0.885525371,0.769217758,0.730848191
Slc7a6os,1.559548338,1.461198544,1.034424468,0.76690731,0.599278283,0.578643059
Rab8a,1.078232858,1.12651988,1.078753113,0.971735569,0.859464605,0.885293976
Rchy1,1.66832948,1.659053865,0.928746012,0.617296878,0.493583519,0.632990248
Syne2,1.114444631,1.189744114,0.942056922,0.959353493,0.850290505,0.944110336
Stx17,1.332039568,1.308538935,1.212682306,0.826597221,0.659163275,0.660978697
Raf1,1.086095187,1.188699458,1.05343356,0.866353307,0.808006257,0.997412232
Abhd4,1.12013008,1.099331849,1.004050191,0.943722533,0.838731793,0.994033555
Eps8,1.246435514,1.185925487,1.01835112,0.88652564,0.818367429,0.844394811
Nfxl1,1.685847398,1.716921969,0.94052864,0.760376012,0.459305545,0.437020437
Eefsec,1.049722843,1.04737444,1.047888555,0.98119366,0.888294209,0.985526294
Sar1a,1.132167149,1.069129375,1.088912289,0.952804579,0.810862025,0.946124587
Eftud1,1.020687766,1.063116125,1.023984791,0.998506861,0.907554137,0.986150321
Otud5,1.041154876,1.274886361,1.088157294,0.8978891,0.747415195,0.950497174
Nucb1,1.193312307,1.131951607,1.013022607,0.935104503,0.845966267,0.880642711
Dgat1,1.366527764,1.24510231,1.031659441,0.8329852,0.610644389,0.913080897
Ndc80,1.10808646,1.2058127,1.048880008,0.942385743,0.851034742,0.843800348
Gng12,1.2320366,1.159709532,1.08686232,0.937586251,0.77509774,0.808707558
A630007B06Rik,1.273667396,1.432224829,1.129378399,0.864784893,0.66157141,0.638373074
Hspa5,1.560455745,1.384783714,1.057542081,0.76462495,0.549861348,0.682732164
Ttc5,1.17875196,1.180134406,1.080051037,0.936134687,0.811683294,0.813244618
Baiap2l1,1.276579022,1.369623543,1.075607125,0.885273295,0.711541102,0.681375915
Manf,1.171776676,1.209612135,1.069864964,0.834664931,0.721459643,0.992621652
Mtus1,1.542177858,1.477947856,1.021287145,0.752046104,0.586498807,0.620042231
Dock7,1.086024864,1.232849136,1.105936881,0.981863993,0.733075035,0.860250092
Creld2,1.730160127,1.565762411,1.135947447,0.717412551,0.406452658,0.444264806
Bicd2,1.34276697,1.340063147,0.991878664,0.77334171,0.659363113,0.892586397
Npc1,1.108738272,1.086766051,1.091021928,0.933332362,0.82433064,0.955810748
Reep5,1.268676957,1.362478722,1.165802487,0.894481299,0.639785447,0.668775088
Akap13,1.295335993,1.274065822,0.953467782,0.95894389,0.695477081,0.822709433
Sytl2,1.294093197,1.296049574,0.975258356,0.886745909,0.753255945,0.794597021
Ubxn4,1.287469769,1.186849957,1.071038738,0.868379637,0.754555476,0.831706425
Mtmr2,1.099601867,1.090019696,1.04937541,0.988014267,0.80785551,0.965133251
Cdc37,1.052378997,1.062774761,1.008892746,0.994411528,0.936180748,0.945361221
Atl2,1.081665487,1.200541834,1.108998398,0.977165615,0.73526835,0.896360317
Rab18,1.071932686,1.174546323,1.119180328,0.939149157,0.786115956,0.909075552
AW146020,1.25101969,1.255778278,0.963298721,0.924080405,0.667404001,0.938418908
Plch1,1.428232852,1.603518967,1.229576234,0.768523985,0.486033405,0.484114558
Hbs1l,1.297440197,1.189211804,1.064486934,0.921828042,0.722833005,0.80420002
Ermp1,1.075868223,1.18218487,1.11501925,0.948284231,0.77870667,0.899936758
Hook3,1.106070525,1.077520792,1.038529342,0.961341524,0.841569088,0.974968731
Sacm1l,1.175129209,1.157944783,1.114416369,0.984434029,0.694154247,0.873921365
Arhgef7,1.160110455,1.295951171,0.975793682,0.886210735,0.799329788,0.88260417
Gtf2a2,1.069780212,1.159835055,1.00677217,0.946930999,0.838127256,0.97855431
Mlec,1.170944446,1.228508517,1.108245796,0.928756891,0.765853506,0.797690846
Arl6ip1,1.434146198,1.321791374,1.07460013,0.779006152,0.517499217,0.87295693
Ufsp2,1.107457232,1.079240151,1.062275184,0.975559639,0.852844469,0.922623327
Atp6v0d1,1.066167962,1.127559343,1.086503311,0.958729642,0.837240767,0.923798977
D030016E14Rik,1.1191713,1.273868006,1.014669349,0.931642999,0.807012203,0.853636144
Adam10,1.344334852,1.219558957,1.05298448,0.926961797,0.630399362,0.825760553
Trappc3,1.12868551,1.224213091,1.004513019,0.889751038,0.849883269,0.902954073
2410131K14Rik,1.09685061,1.125264737,0.981145116,0.970327827,0.893105396,0.933306315
Exoc1,1.387878308,1.361159215,1.053985679,0.880766092,0.641340451,0.674870257
Dnajc3,1.519765654,1.384631822,1.055545447,0.767311218,0.462204226,0.810541635
Usp47,1.119050435,1.191354513,1.097294341,0.932527784,0.810346583,0.849426346
Tm7sf3,1.333901915,1.240424567,1.116254173,0.934674596,0.61996031,0.75478444
Zfyve19,1.115723915,1.137353368,1.043906944,0.913311989,0.811416835,0.978286951
Fnbp1l,1.102184409,1.198081453,1.005636603,0.985426984,0.818592309,0.890078243
Gcc2,1.155400253,1.273627049,1.015207628,0.85708903,0.766340176,0.932335865
Napa,1.099297823,1.122044441,1.039577891,0.967425638,0.802190724,0.969463483
Canx,1.170592734,1.296129474,1.187615668,0.852441958,0.618904037,0.874316132
Usp7,1.107551289,1.12330369,1.034556965,0.921901312,0.896220038,0.916466708
Wbp2,1.21081079,1.171353565,1.119192974,0.897048332,0.755828842,0.845765498
Hmox2,1.274905755,1.213166841,1.156813763,0.870634432,0.617487244,0.866991965
Fkbp2,1.523293678,1.428068003,1.113699509,0.763554815,0.529366705,0.642017292
Mtap1b,1.601202496,1.608004299,1.017674079,0.708094667,0.451958866,0.613065596
Synj2bp,1.181994539,1.141266467,1.023653273,0.92984478,0.785014598,0.938226344
Mcfd2,1.323949938,1.217998965,1.098268576,0.900058715,0.651275081,0.808448726
Pigk,1.377206078,1.269138169,1.09493435,0.867837886,0.626889676,0.763993843
Evl,1.087123006,1.204947211,1.035641162,0.942186125,0.782710303,0.947392193
Erlec1,1.434610642,1.501703709,1.203156306,0.780961401,0.504261773,0.575306171
Nbas,1.290374013,1.260707713,1.062011743,0.89393747,0.718448346,0.774520717
Sec22b,1.127396563,1.149779301,1.052229268,0.943360593,0.76941331,0.957820966
Vapb,1.201015363,1.264713781,1.169014373,0.877770086,0.670841161,0.816645237
2310057J16Rik,1.374682454,1.33051839,1.039719857,0.855920135,0.642991283,0.756167883
Wfs1,1.104558766,1.217969539,1.076609154,0.922272404,0.752470201,0.926119938
Lman1,1.133247575,1.232757086,1.078155023,0.90862598,0.716881998,0.930332339
Bcar1,1.152962485,1.169722862,1.068597608,0.976997618,0.754960229,0.876759198
Gpaa1,1.202242774,1.246675203,1.099907431,0.953352878,0.693177307,0.804644409
Preb,1.125179998,1.274128778,1.058217669,0.920307257,0.747694877,0.874471423
Rictor,1.224994537,1.268952474,1.027385624,0.910138516,0.755522707,0.813006144
LOC100046302,1.432901228,1.399706171,1.09194906,0.784321917,0.520887409,0.770234218
Pdia6,1.432777801,1.400317019,1.092164647,0.784785095,0.521337015,0.768618425
Agpat3,1.222137039,1.374866634,1.06200154,0.855350588,0.660448449,0.825195753
Pigs,1.159678707,1.214552669,1.088488616,0.914025133,0.72110546,0.902149416
Slc12a6,1.207013138,1.340853515,1.055173031,0.865204438,0.679628639,0.852127241
Zw10,1.114352698,1.184625461,1.053401095,0.927650227,0.81962185,0.90034867
Akap12,1.154775533,1.228575873,1.05306617,0.93338601,0.727415739,0.902780677
Atp2a2,1.183386052,1.228814494,1.102100413,0.921003164,0.709902339,0.85479354
D030074E01Rik,1.113575378,1.113932813,1.025046881,0.944545827,0.864125344,0.938773758
Plekhg5,0.574490289,0.998547942,1.103642675,1.258154949,1.39693168,0.668232467
Ube2o,0.91537239,0.89332599,1.067680847,1.12587895,1.141516788,0.856225037
Scp2,1.015732984,1.016566381,1.15212392,1.154948302,1.099680249,0.560948165
Ethe1,0.940278717,1.024558439,0.978910496,1.074814147,1.034156758,0.947281444
Evi5,0.900666849,1.059882217,1.069822759,1.039854407,1.009180868,0.920592901
Spin1,0.897459706,1.260506749,1.233974752,1.343946006,1.049554957,0.214557832
Gnpat,1.039015897,1.033797055,1.06459369,1.247175025,1.139339588,0.476078748
Acot8,0.99424384,1.068457514,1.131431873,1.176221722,1.103193823,0.52645123
Cog1,0.984438548,1.02141916,1.04751825,1.035273432,0.997263138,0.914087473
Acad11,1.042925398,0.948759742,1.055271449,1.179242303,1.142489409,0.6313117
Tdpoz4,0.222837126,0.747111412,1.79372881,1.451229003,1.417279694,0.367813956
Nrbp1,0.937184601,1.091165634,1.16331967,1.096386564,1.037501345,0.674442187
Tbc1d25,0.902414673,1.164540953,1.033492964,1.113939425,1.049402033,0.736209954
Nlrp4g,1.03828428,1.0496437,1.08609714,1.324407444,1.132093921,0.369473517
Ivd,0.967962538,1.061676334,1.020314137,1.096150259,0.978547152,0.875349581
Gm11546,0.297592198,1.399682117,1.410949109,1.248683866,1.259883309,0.383209402
Txlng,1.018318848,0.961268712,1.022473855,1.118154456,1.097470365,0.782313764
Acot13,0.964248318,1.02677083,1.166624703,1.094529035,1.018177783,0.729649332
Stip1,0.891133565,0.981544357,1.078426391,1.055957291,1.127995816,0.864942581
Zbed3,0.760535501,1.363163649,1.269167184,1.258520337,1.06261689,0.285996441
Ankrd33b,0.910886831,1.210495529,1.220698358,1.307232417,1.056409019,0.294277848
Tmem14c,0.88878689,0.83692923,1.058744963,1.298458956,1.169197485,0.747882477
Echdc1,0.947830831,1.00169566,1.089314171,1.038048742,0.999878889,0.923231708
Uqcc,1.001952391,0.930137061,1.023398626,1.152679823,1.064188714,0.827643385
F630043A04Rik,0.920413481,1.020898741,1.147495369,1.0513605,1.01409706,0.845734851
Fam49a,0.856781124,1.042012483,1.180989363,1.082406052,1.005153555,0.832657425
Tcl1b3,0.836718888,1.200391907,1.274148907,1.219164491,0.98573238,0.483843428
Dlst,0.997478248,0.994312849,1.031564383,1.065362945,1.074511124,0.836770453
Nipsnap1,0.874154094,1.010865052,1.035339899,1.102240199,1.069125788,0.908274968
Pxmp2,1.002088219,1.004805777,1.098864112,1.167597262,1.127434169,0.599210463
2400003C14Rik,0.957696452,1.012576048,1.04601793,1.063981545,0.976263573,0.943464453
